MM,Permits,p_corr
5,36,-0.4031220913048398
5,37,-0.40710533353558076
5,38,-0.4108455658842595
5,39,-0.41221831862437575
5,40,-0.4108775502553989
5,41,-0.4073477391166767
6,35,-0.40468500337789554
6,36,-0.40936337356188024
6,37,-0.4132064139035196
6,38,-0.41659642566975524
6,39,-0.41883923125316413
6,40,-0.41891816327862064
6,41,-0.41691314113872446
7,32,-0.40476616521571007
7,33,-0.4105703580937017
7,34,-0.41592557415607195
7,35,-0.42108430168801575
7,36,-0.425679988913263
7,37,-0.42874715826760496
7,38,-0.4306270265421879
7,39,-0.4313285895461602
7,40,-0.43029962707426556
7,41,-0.42790616055605835
8,32,-0.40619329638296586
8,33,-0.41255761425862036
8,34,-0.4183725706987823
8,35,-0.4242334096336392
8,36,-0.42950784943765913
8,37,-0.4328751960204591
8,38,-0.4348704216855908
8,39,-0.43573545601872304
8,40,-0.43561295314684534
8,41,-0.4344858935769409
9,29,-0.4019616083905615
9,30,-0.4091603024820228
9,31,-0.4155399334976999
9,32,-0.4215141163092371
9,33,-0.4275163384982208
9,34,-0.4334306487546818
9,35,-0.43907259809819027
9,36,-0.44361487838760155
9,37,-0.44570125809883704
9,38,-0.446457416349366
9,39,-0.4462391136389808
9,40,-0.44557300007590483
9,41,-0.44409729132708026
10,29,-0.40156866105834693
10,30,-0.40921255432828296
10,31,-0.41598698973211545
10,32,-0.42216812186308256
10,33,-0.42808546086352517
10,34,-0.4344233479074259
10,35,-0.44047179227890854
10,36,-0.4456630865604546
10,37,-0.448453021615005
10,38,-0.4496875612271726
10,39,-0.44975476272713116
10,40,-0.4493348839640414
10,41,-0.4486197571502666
11,27,-0.4028286854002161
11,28,-0.41003128410994644
11,29,-0.4174804577737677
11,30,-0.42454714943559796
11,31,-0.430784203455416
11,32,-0.43659682976119357
11,33,-0.4425624607165072
11,34,-0.4486715039942073
11,35,-0.4540073203421002
11,36,-0.45801054532247215
11,37,-0.45966400910140504
11,38,-0.45988185606275556
11,39,-0.45943832504486787
11,40,-0.45857642380348795
11,41,-0.4571786538693138
12,27,-0.40117620590829994
12,28,-0.4085511877679812
12,29,-0.41593486242148936
12,30,-0.4232010855538604
12,31,-0.42991879004817385
12,32,-0.43611330507649315
12,33,-0.4422670344900035
12,34,-0.4483472713861496
12,35,-0.4541209410739367
12,36,-0.45861054217560243
12,37,-0.46098414623275435
12,38,-0.4619608884968147
12,39,-0.4620400835496515
12,40,-0.46149090136505394
12,41,-0.4603335723700885
13,25,-0.4021884235596312
13,26,-0.409690122829403
13,27,-0.4169368078408893
13,28,-0.4239403351960106
13,29,-0.43082481839223963
13,30,-0.43759653634709766
13,31,-0.44387004603081565
13,32,-0.4500657465406443
13,33,-0.45603311416753706
13,34,-0.46144299242997555
13,35,-0.4660849392989074
13,36,-0.4695145345781354
13,37,-0.470865982267622
13,38,-0.4712962496979555
13,39,-0.4708956169885231
13,40,-0.4696529108767446
13,41,-0.46807963763082994
14,26,-0.40593646238734155
14,27,-0.41395639665755446
14,28,-0.4214216331916862
14,29,-0.4285402793404692
14,30,-0.43535212175617755
14,31,-0.4418573406926277
14,32,-0.44848672534171846
14,33,-0.4547871141107145
14,34,-0.4604249753458251
14,35,-0.46514109428150346
14,36,-0.4690715536889623
14,37,-0.4709788410731053
14,38,-0.4721310016848516
14,39,-0.47244946140241934
14,40,-0.4717179795429294
14,41,-0.47047637033509465
15,24,-0.40403449273752695
15,25,-0.4127148753397295
15,26,-0.42110795547712404
15,27,-0.4287677757003121
15,28,-0.4357969602334404
15,29,-0.44251677266395645
15,30,-0.4488819854228851
15,31,-0.45535282514880593
15,32,-0.4617772831813641
15,33,-0.4674098938060133
15,34,-0.47198676326829564
15,35,-0.47572713806598244
15,36,-0.4786939089815955
15,37,-0.4800646346239805
15,38,-0.48070452942969927
15,39,-0.4803288307880751
15,40,-0.4792135910177385
15,41,-0.4775177790127537
16,25,-0.4071214678717254
16,26,-0.4162429012131042
16,27,-0.4246605922093525
16,28,-0.43243298181668127
16,29,-0.43966031661816607
16,30,-0.4463182168314709
16,31,-0.4528406313797151
16,32,-0.459510524024395
16,33,-0.4655700042820615
16,34,-0.4704813540192188
16,35,-0.4745232370472906
16,36,-0.4776728877989332
16,37,-0.4795615585443018
16,38,-0.4807484566171275
16,39,-0.4810637926996022
16,40,-0.4806427978317622
16,41,-0.47946598143146874
17,23,-0.4018808350233548
17,24,-0.41250853272212556
17,25,-0.42189033061307785
17,26,-0.4306382562851431
17,27,-0.43861699428588957
17,28,-0.44601166115598856
17,29,-0.4527978957912832
17,30,-0.45942504849203586
17,31,-0.4657792586472291
17,32,-0.47178440511793257
17,33,-0.47678626492140014
17,34,-0.480773551338228
17,35,-0.4839146897164242
17,36,-0.48656199959088653
17,37,-0.4879156778792843
17,38,-0.48837910156372183
17,39,-0.488270145633014
17,40,-0.48735701716766366
17,41,-0.4857579737565628
18,24,-0.40527705528410046
18,25,-0.4151107990928412
18,26,-0.42449527425418165
18,27,-0.4331997725947563
18,28,-0.4413626231135388
18,29,-0.44884691401550614
18,30,-0.4559401246371905
18,31,-0.4625558561122879
18,32,-0.46866317935738416
18,33,-0.47393488012907903
18,34,-0.47836633855560867
18,35,-0.4818787927313469
18,36,-0.4848541035091271
18,37,-0.4864117813126955
18,38,-0.48736473717451284
18,39,-0.4877803806351237
18,40,-0.4875074585674231
18,41,-0.48653054890284064
19,23,-0.4078084191608288
19,24,-0.4193600971897177
19,25,-0.4288161881908402
19,26,-0.43777976570603977
19,27,-0.4461153648640953
19,28,-0.45377550907504155
19,29,-0.461190553125689
19,30,-0.46808724595253826
19,31,-0.4740445360068122
19,32,-0.47915029837653317
19,33,-0.48354137124641666
19,34,-0.48707364461473673
19,35,-0.49009735170951796
19,36,-0.4925614871126345
19,37,-0.4933776851003204
19,38,-0.4938912547902161
19,39,-0.4937752154708981
19,40,-0.493009215542669
19,41,-0.4916373209935496
20,24,-0.4108709669429462
20,25,-0.4211346629789103
20,26,-0.4305457951379018
20,27,-0.4395225164329007
20,28,-0.44788593920090564
20,29,-0.4560133306851605
20,30,-0.4635812579299059
20,31,-0.4699668987306609
20,32,-0.47533395717197663
20,33,-0.4799222668123442
20,34,-0.48377904473079886
20,35,-0.4872403119813716
20,36,-0.4900849789304069
20,37,-0.4912285657893243
20,38,-0.4919617277980453
20,39,-0.49232719207194825
20,40,-0.4920604191619796
20,41,-0.4912752684931028
21,23,-0.4118404054320481
21,24,-0.4239927234157148
21,25,-0.4338160407041814
21,26,-0.44287562213544174
21,27,-0.4513036777434387
21,28,-0.4595696986016613
21,29,-0.46749637608041966
21,30,-0.474406540109338
21,31,-0.479798771338202
21,32,-0.48435279230932915
21,33,-0.4881087139261241
21,34,-0.4914926425782082
21,35,-0.49444051625378943
21,36,-0.4965689349411501
21,37,-0.4972883182147621
21,38,-0.497494807878881
21,39,-0.49734547315623934
21,40,-0.4966525801176722
21,41,-0.4954941165031401
22,23,-0.4014189199721571
22,24,-0.4144157849285188
22,25,-0.4251772704083507
22,26,-0.43501006404869413
22,27,-0.4438824022634655
22,28,-0.4527281076843562
22,29,-0.4613222190984971
22,30,-0.4689399968457092
22,31,-0.4750230360512368
22,32,-0.48001244577967583
22,33,-0.48405382857425666
22,34,-0.48772755215567676
22,35,-0.4910265566719503
22,36,-0.4935795479924171
22,37,-0.49467797445442185
22,38,-0.49522225926845814
22,39,-0.4953025424222529
22,40,-0.4950742501158204
22,41,-0.4943863395154717
23,22,-0.40140888273595127
23,23,-0.414519474291157
23,24,-0.42711955488833675
23,25,-0.4375189328971608
23,26,-0.44677480707257655
23,27,-0.45551358832342764
23,28,-0.46415679983395575
23,29,-0.47210940485208897
23,30,-0.4787682638519624
23,31,-0.4840579991075448
23,32,-0.488231936310295
23,33,-0.4918400440564121
23,34,-0.4950399661483095
23,35,-0.4976347169479147
23,36,-0.4997821056247818
23,37,-0.5003627387759586
23,38,-0.5003939637469261
23,39,-0.500052897100006
23,40,-0.4994336628437812
23,41,-0.4983540422987894
24,23,-0.4038530746639153
24,24,-0.4170102208479907
24,25,-0.4282695711440987
24,26,-0.438404892061932
24,27,-0.44786706367487467
24,28,-0.45692787922407724
24,29,-0.4654464374382867
24,30,-0.47277658840153464
24,31,-0.4787922934765924
24,32,-0.48366441580374825
24,33,-0.48770724289593037
24,34,-0.49119274472283814
24,35,-0.49410871457427313
24,36,-0.49663116453423034
24,37,-0.4976359282433326
24,38,-0.49804715026384005
24,39,-0.4980450426501762
24,40,-0.4976604102997841
24,41,-0.49703513083481793
25,22,-0.40372941272315643
25,23,-0.41658296102613945
25,24,-0.42944253372044683
25,25,-0.4400900710561754
25,26,-0.4500453402133909
25,27,-0.45929397358460666
25,28,-0.46770731302928614
25,29,-0.4752823876754152
25,30,-0.48184112454367617
25,31,-0.48703002709419835
25,32,-0.4914698866571217
25,33,-0.49505053808830657
25,34,-0.497851365102986
25,35,-0.500386912197008
25,36,-0.5024207660283716
25,37,-0.5029230782103565
25,38,-0.5029147402787902
25,39,-0.5025260930156377
25,40,-0.5017535792188818
25,41,-0.5005471953782775
26,23,-0.4064711401867225
26,24,-0.4194653866313627
26,25,-0.43067759668555117
26,26,-0.44143322327023615
26,27,-0.451496154940186
26,28,-0.4606076016764565
26,29,-0.4686000945034773
26,30,-0.4757283042802338
26,31,-0.48158350047855986
26,32,-0.48672493412916495
26,33,-0.49098017495119833
26,34,-0.4942097664067228
26,35,-0.49702782969594916
26,36,-0.4994016858911596
26,37,-0.500289736780649
26,38,-0.5006953171443849
26,39,-0.5006721066731383
26,40,-0.5002395753337389
26,41,-0.49927101464825757
27,22,-0.4068830144005812
27,23,-0.41973911889581966
27,24,-0.4321204293201285
27,25,-0.4431121431823833
27,26,-0.4536305689450218
27,27,-0.4630284488408309
27,28,-0.47117954268606776
27,29,-0.47840862297948117
27,30,-0.48469807349199645
27,31,-0.4901101355097077
27,32,-0.4947619436020257
27,33,-0.498306414295069
27,34,-0.501152513651538
27,35,-0.5034877921004605
27,36,-0.5053589961034256
27,37,-0.5058196208889046
27,38,-0.5058209410559061
27,39,-0.505403225212734
27,40,-0.5043766013523706
27,41,-0.5029681385144277
28,23,-0.41008634680095873
28,24,-0.42274308290959967
28,25,-0.4339797952174159
28,26,-0.44504087598302505
28,27,-0.45523151011074897
28,28,-0.4641714913394342
28,29,-0.47209288042626335
28,30,-0.4788124180468967
28,31,-0.4847929204085308
28,32,-0.4900960448890487
28,33,-0.4943319548917948
28,34,-0.49784476461554605
28,35,-0.5005997341480184
28,36,-0.5027457167962728
28,37,-0.5035886536313599
28,38,-0.5039836705174844
28,39,-0.5039651101503123
28,40,-0.5032993572334612
28,41,-0.5022289632370354
29,22,-0.41018633904418766
29,23,-0.42289182402145575
29,24,-0.4353961954298565
29,25,-0.4464126518707941
29,26,-0.4568015830839044
29,27,-0.4660245422648704
29,28,-0.4742109054423014
29,29,-0.48132176045584607
29,30,-0.4876135910160329
29,31,-0.4930946532951388
29,32,-0.49768801549885133
29,33,-0.5015574437139132
29,34,-0.5045854988983445
29,35,-0.5068329181219186
29,36,-0.5085888056724805
29,37,-0.5090482044281706
29,38,-0.5090497261096798
29,39,-0.5084388579871364
29,40,-0.5073274651988021
29,41,-0.506018883518048
30,22,-0.400498383367955
30,23,-0.4134722553544239
30,24,-0.4264127248058207
30,25,-0.437711823761627
30,26,-0.4483450140115793
30,27,-0.4581023667748224
30,28,-0.4670835890064475
30,29,-0.47496325407420076
30,30,-0.48193939598986574
30,31,-0.4878489656720264
30,32,-0.4929906950965267
30,33,-0.49749843647548836
30,34,-0.5012139208563243
30,35,-0.5041323067990913
30,36,-0.5062995850749451
30,37,-0.5070338026962922
30,38,-0.5074545764855434
30,39,-0.5072404953656575
30,40,-0.5065234997459128
30,41,-0.5055638624618082
31,22,-0.4131037347982696
31,23,-0.4259241422034252
31,24,-0.43869830726640713
31,25,-0.4493453316771296
31,26,-0.459044707999388
31,27,-0.46808347442702275
31,28,-0.4762788996621473
31,29,-0.4837424390576084
31,30,-0.490228605794741
31,31,-0.49543339428841193
31,32,-0.5002123637840445
31,33,-0.5042552711679704
31,34,-0.5074946698973307
31,35,-0.5100498655206318
31,36,-0.5118537382719769
31,37,-0.5122427569150619
31,38,-0.5121206236799517
31,39,-0.5114605118443833
31,40,-0.5105062811464441
31,41,-0.5092892285560406
32,22,-0.40339883950742267
32,23,-0.4167402893332703
32,24,-0.4297525924203257
32,25,-0.44083307538390953
32,26,-0.45079653792259594
32,27,-0.4601009569429019
32,28,-0.46883600387673613
32,29,-0.47711549316920765
32,30,-0.4843393156722043
32,31,-0.49020810398702586
32,32,-0.49540834337147827
32,33,-0.4999847196167541
32,34,-0.5038533319738836
32,35,-0.507097431165688
32,36,-0.5096035538040699
32,37,-0.5103985111408592
32,38,-0.5105605424223504
32,39,-0.5103861305718533
32,40,-0.5098222597134201
32,41,-0.5089922242654256
33,21,-0.40156755281262996
33,22,-0.4151758629748372
33,23,-0.428363060648323
33,24,-0.4407656263267304
33,25,-0.45091979965562945
33,26,-0.4602059535599099
33,27,-0.46875582650835546
33,28,-0.47710988885276895
33,29,-0.48491557447570977
33,30,-0.49143811957987615
33,31,-0.4969566952780135
33,32,-0.5017044698924219
33,33,-0.5058065767010324
33,34,-0.5093275616617369
33,35,-0.5122369585247454
33,36,-0.514441418849662
33,37,-0.5147043043948157
33,38,-0.5144705281546473
33,39,-0.5140807606062517
33,40,-0.5132560292754155
33,41,-0.5121967998315861
34,22,-0.4054186746900233
34,23,-0.4191399141393866
34,24,-0.432035985264402
34,25,-0.442435564269968
34,26,-0.45214335104577213
34,27,-0.460936677157645
34,28,-0.46952383830356165
34,29,-0.47784345261041256
34,30,-0.48518158779624465
34,31,-0.4914067935579318
34,32,-0.49680852159452116
34,33,-0.5013114112041508
34,34,-0.5053294850418377
34,35,-0.5088420026501436
34,36,-0.5117165401199901
34,37,-0.5126840992776182
34,38,-0.5128452866294037
34,39,-0.5127348639449342
34,40,-0.5124020913694638
34,41,-0.5117084890993052
35,21,-0.4028091415035306
35,22,-0.41657954981939227
35,23,-0.4297012712471336
35,24,-0.44171390569096347
35,25,-0.45144443946504514
35,26,-0.460409027236087
35,27,-0.46881763258538406
35,28,-0.47691940784748876
35,29,-0.48454605280798657
35,30,-0.4915465932188148
35,31,-0.49733144993387773
35,32,-0.5022458287342337
35,33,-0.5064050056166874
35,34,-0.5100805009530223
35,35,-0.5132943277737533
35,36,-0.5156497833501974
35,37,-0.5162258844254323
35,38,-0.516178355594683
35,39,-0.5158158394510872
35,40,-0.5152426749316463
35,41,-0.5142155606342851
36,22,-0.40654822094327964
36,23,-0.41993710520851746
36,24,-0.4324727322345498
36,25,-0.4427268391546651
36,26,-0.45193854160433405
36,27,-0.46075562988685076
36,28,-0.4690863140676786
36,29,-0.476926998462273
36,30,-0.48443327628991545
36,31,-0.4910334235965193
36,32,-0.49663285340684193
36,33,-0.5014316623282231
36,34,-0.5055012694939417
36,35,-0.5091878509786036
36,36,-0.5121255272053132
36,37,-0.5133593921246392
36,38,-0.5140108877068854
36,39,-0.5140439724129183
36,40,-0.5137520676442751
36,41,-0.5132189539296811
37,21,-0.4033612724695492
37,22,-0.41670790679870995
37,23,-0.4292962433591375
37,24,-0.4412150351925553
37,25,-0.45067537288384935
37,26,-0.45950308273323043
37,27,-0.4678213585761261
37,28,-0.4754436156194026
37,29,-0.4829894039035985
37,30,-0.4901075305945399
37,31,-0.4962365087989536
37,32,-0.5014866774952602
37,33,-0.5059485135240772
37,34,-0.5097055501123089
37,35,-0.5128714472841742
37,36,-0.5154436064372288
37,37,-0.5165035769674321
37,38,-0.5169331441594743
37,39,-0.5167374842370434
37,40,-0.5161281436974277
37,41,-0.5151505772776691
38,22,-0.4065238168261566
38,23,-0.41932645253219153
38,24,-0.4318003309853346
38,25,-0.44179412655547756
38,26,-0.4511021501087901
38,27,-0.4597039313350297
38,28,-0.46769516772826664
38,29,-0.475422404718745
38,30,-0.48287146998043173
38,31,-0.4895667545585824
38,32,-0.4956891758457342
38,33,-0.5008280397412166
38,34,-0.5052091303812002
38,35,-0.5087759280657965
38,36,-0.5118209766302766
38,37,-0.5134912748208837
38,38,-0.5146193342179082
38,39,-0.5152112755626295
38,40,-0.514991068678104
38,41,-0.5143087130654072
39,21,-0.40256377469984495
39,22,-0.4153950765435137
39,23,-0.42783672536080447
39,24,-0.4396838562351505
39,25,-0.4492764517571007
39,26,-0.45811154883718175
39,27,-0.4660210808381018
39,28,-0.47368700465060254
39,29,-0.4811207058514034
39,30,-0.4882322749631088
39,31,-0.4946874666186481
39,32,-0.5005227376375395
39,33,-0.5053533178962719
39,34,-0.5092377929906584
39,35,-0.5124619309279835
39,36,-0.5154091291652487
39,37,-0.516927177726576
39,38,-0.517918963058327
39,39,-0.5182426390940617
39,40,-0.5175846376213736
39,41,-0.5165638993859832
40,22,-0.40508708701382873
40,23,-0.41780165887421905
40,24,-0.4298681181157757
40,25,-0.4402131892543565
40,26,-0.4495629587641474
40,27,-0.45792464678145817
40,28,-0.46593055939626815
40,29,-0.473719268275691
40,30,-0.4809767215702481
40,31,-0.48783833180388525
40,32,-0.49430330866308136
40,33,-0.500055568826881
40,34,-0.5046149574532962
40,35,-0.5084621007547943
40,36,-0.5118200156508251
40,37,-0.5138283174933593
40,38,-0.5154579132705348
40,39,-0.5165072256598732
40,40,-0.5167095945811621
40,41,-0.5160775798308426
41,21,-0.40046488964130816
41,22,-0.4131895326009922
41,23,-0.4252724223271322
41,24,-0.43704742557341847
41,25,-0.4469143468899614
41,26,-0.4555525967244073
41,27,-0.463620587802599
41,28,-0.4713398249300934
41,29,-0.4787737885916522
41,30,-0.48583301763976594
41,31,-0.49244437892143156
41,32,-0.49863616798232147
41,33,-0.5039037203275842
41,34,-0.5081212701312066
41,35,-0.5118811746637996
41,36,-0.5151223044073672
41,37,-0.5170099589808297
41,38,-0.5183873116386178
41,39,-0.5190330193255133
41,40,-0.5189077272637012
41,41,-0.5178549397925716
42,22,-0.4026976603500033
42,23,-0.4150237709191265
42,24,-0.42706513774928884
42,25,-0.4371704500340917
42,26,-0.4464895943022372
42,27,-0.4550622122169417
42,28,-0.46323722818479435
42,29,-0.47099261089485894
42,30,-0.47838931111336874
42,31,-0.48513093020347675
42,32,-0.4916909417589089
42,33,-0.4975767549387258
42,34,-0.5027031696725224
42,35,-0.5071155569885141
42,36,-0.5109726788273686
42,37,-0.5132694370951945
42,38,-0.51512738605115
42,39,-0.5164115321143029
42,40,-0.5170179780563228
42,41,-0.516835980893468
43,22,-0.4098275553819521
43,23,-0.42186306709799387
43,24,-0.43345304727815115
43,25,-0.44280814974911076
43,26,-0.4518308319232727
43,27,-0.46012240528437803
43,28,-0.4679205721136652
43,29,-0.4754759972427911
43,30,-0.4826160556224583
43,31,-0.489056917279286
43,32,-0.4951266214205435
43,33,-0.50066686953691
43,34,-0.5057170760991258
43,35,-0.5100117816743335
43,36,-0.5137720756729706
43,37,-0.5158173946764182
43,38,-0.5172749247555857
43,39,-0.5182427692839218
43,40,-0.5184288530391475
43,41,-0.5179782809528751
44,23,-0.4114873531840217
44,24,-0.4233131846605123
44,25,-0.43295679799963155
44,26,-0.44220514978989806
44,27,-0.4510822648222272
44,28,-0.45935882594668415
44,29,-0.467348715127162
44,30,-0.4748015657808744
44,31,-0.48157252023398556
44,32,-0.48775088391845955
44,33,-0.4936166435545103
44,34,-0.4992735138638321
44,35,-0.5044616111640846
44,36,-0.5088542467320027
44,37,-0.5115214325794514
44,38,-0.5133922935720627
44,39,-0.5148399031961468
44,40,-0.5156588959988374
44,41,-0.5159249020622518
45,22,-0.4055860075045368
45,23,-0.4174793824119472
45,24,-0.4285914987793388
45,25,-0.43795504352031756
45,26,-0.44690608214581407
45,27,-0.4553656650905878
45,28,-0.463448515360843
45,29,-0.4711916824655344
45,30,-0.47835956293607856
45,31,-0.4846323989282675
45,32,-0.4904552560348984
45,33,-0.49625412530111435
45,34,-0.5018050134311081
45,35,-0.5069107725347819
45,36,-0.5110795538537867
45,37,-0.5133514679094235
45,38,-0.5149087574041373
45,39,-0.5159357283742879
45,40,-0.5164846116862039
45,41,-0.5163796405732054
46,23,-0.4070993698603818
46,24,-0.4184914121511744
46,25,-0.4281107142275166
46,26,-0.43735804111292903
46,27,-0.44600729779001697
46,28,-0.45459232032953234
46,29,-0.4627897319419538
46,30,-0.4703790931786028
46,31,-0.4769570456615162
46,32,-0.48309463606105396
46,33,-0.488984951331741
46,34,-0.4948441315953811
46,35,-0.5005508894140936
46,36,-0.5056037571472031
46,37,-0.508510112772923
46,38,-0.5107004620823299
46,39,-0.5121420711816852
46,40,-0.5131606304751349
46,41,-0.5136825659369472
47,22,-0.40076669340933024
47,23,-0.41190640738182704
47,24,-0.42307444741221656
47,25,-0.43242930288076853
47,26,-0.4412232681823864
47,27,-0.4496515816164221
47,28,-0.45798515780242166
47,29,-0.4659109848423857
47,30,-0.47302108615235583
47,31,-0.4792646435526613
47,32,-0.48534625518879787
47,33,-0.4911452400809682
47,34,-0.4969418686459758
47,35,-0.5024501767477475
47,36,-0.5071493827208898
47,37,-0.5097614282803302
47,38,-0.5115385864600288
47,39,-0.5127258302998192
47,40,-0.5133707963509724
47,41,-0.5137257866517219
